end_to_end	chemical_ner	gene_ner	text
None	O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O	O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O B-GENE-Y O	Structural , kinetic , and thermodynamic analysis of the binding of the 40 kDa PEG-interferon-alpha2a and its individual positional isomers to the extracellular domain of the receptor IFNAR2 .
None	O O O O O O O O O O O O O O O O O O O O O O O O	B-GENE-N O O O O O O O O O O O O O O O O O O O B-GENE-Y O B-GENE-Y O	Type-I Interferons exert antiviral and antiproliferative activities through the binding to a common cell surface receptor comprising two subunits , IFNAR1 and IFNAR2 .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	B-GENE-Y O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O	Human recombinant Interferon-alpha(2a ) ( IFNalpha(2a ) ) is a potent drug ( Roferon-A ) used to treat various cancers and viral diseases including Hepatitis B/C infections .
None	O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O B-GENE-Y O O O O O O O	To significantly improve the pharmacological properties of the drug , a pegylated form of IFNalpha(2a ) was developed ( PEGASYS ) .
None	O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O	O O O O B-GENE-Y O O B-GENE-Y O O O O O O O O O O O O O O O O O O O B-GENE-Y O O	This 40 kDa PEG-conjugated IFNalpha(2a ) ( (40)PEG-IFNalpha(2a ) ) is obtained by the covalent binding of one 40 kDa branched PEG-polymer to a lysine side-chain of IFNalpha(2a ) .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O	Here , we report the detailed structural , kinetic , and thermodynamic analysis of the binding to the extracellular domain of the receptor IFNAR2 of (40)PEG-IFNalpha(2a ) and its isolated positional isomers modified at K31 , K134 , K131 , K121 , K164 , and K70 , respectively , in comparison with unmodified IFNalpha(2a ) .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Our binding studies , using the surface plasmon resonance technique , show that the pegylation does not abolish the binding to the receptor , but significantly reduces the affinity mainly due to a change of the association rate .
None	O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O	The results are supported by modeling and simulation of the binding , using Self-Avoiding-Walk calculations for the polymer conformations .
None	O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O	A correlation between the structural parameters and the kinetic and thermodynamic parameters of the binding of the positional isomers could be established .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	For the Isomer-K31 and -K164 , the PEG-polymer attachment point is located in proximity to the binding interface , and the isomers display affinity in the range 150 - 520 nM in an enthalpy-driven binding process .
None	O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	In contrast for the Isomer-K134 , -K131 , -K121 , and -K70 , the PEG-polymer is attached remotely from the binding interface , and the isomers exhibit a higher affinity ( 32 - 76 nM ) in an entropy-driven binding process .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O	This study constitutes an essential collection of knowledge on which the interaction of (40)PEG-IFNalpha(2a ) and its positional isomers with its cellular receptors can be better understood .
None	O O O O O O O O O O O O O O O	O O O O O O O O O B-GENE-N O B-GENE-N O O O	Noncanonical control of C. elegans germline apoptosis by the insulin/IGF-1 and Ras/MAPK signaling pathways .
None	O O O O O O O O O O O O O O O O O O O O O O O O	O B-GENE-N O O O O O O O O O O O O O O O O O O O O O O	The insulin/IGF-1 pathway controls a number of physiological processes in the nematode worm Caenorhabditis elegans , including development , aging and stress response .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O B-GENE-Y O B-GENE-Y O O O O O O O O O O O O O O B-GENE-Y O O B-GENE-Y O	We previously found that the Akt/PKB ortholog AKT-1 dampens the apoptotic response to genotoxic stress in the germline by negatively regulating the p53-like transcription factor CEP-1 .
None	O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O	O O O O O O O O B-GENE-N O O O O B-GENE-Y O B-GENE-Y O B-GENE-Y O O O O B-GENE-Y O O O O O O	Here , we report unexpected rearrangements to the insulin/IGF-1 pathway , whereby the insulin-like receptor DAF-2 and 3-phosphoinositide-dependent protein kinase PDK-1 oppose AKT-1 to promote DNA damage-induced apoptosis .
None	O O O O O O O O O O O O O O O O O O O B-CHEMICAL O	O O O O O O O O O B-GENE-Y O B-GENE-N O B-GENE-Y O O O O O B-GENE-N O	While DNA damage does not affect phosphorylation at the PDK-1 site Thr350/Thr308 of AKT-1 , it increased phosphorylation at Ser517/Ser473 .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O B-GENE-Y O B-GENE-Y O O B-GENE-Y O O O O O O B-GENE-Y O O O O O B-GENE-Y O B-GENE-Y O O O O O B-GENE-Y O B-GENE-Y O	Although ablation of daf-2 or pdk-1 completely suppressed akt-1-dependent apoptosis , the transcriptional activation of CEP-1 was unaffected , suggesting that daf-2 and pdk-1 act independently or downstream of cep-1 and akt-1 .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O B-GENE-Y O B-GENE-Y O O O O O O B-GENE-N O B-GENE-Y O O B-GENE-Y O O O O O O O O O B-GENE-Y O B-GENE-Y O O	Ablation of the akt-1 paralog akt-2 or the downstream target of the insulin/IGF-1 pathway daf-16 ( a FOXO transcription factor ) restored sensitivity to damage-induced apoptosis in daf-2 and pdk-1 mutants .
None	O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O	O O O B-GENE-Y O B-GENE-Y O O O O O B-GENE-N O O O O O O O O B-GENE-N O O B-GENE-N O O O O O	In addition , daf-2 and pdk-1 mutants have reduced levels of phospho-MPK-1/ERK in their germ cells , indicating that the insulin/IGF-1 pathway promotes Ras signaling in the germline .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O B-GENE-N O B-GENE-Y O O O O O B-GENE-Y O O O O O O B-GENE-Y O O O O B-GENE-Y O O O B-GENE-Y O	Ablation of the Ras effector gla-3 , a negative regulator of mpk-1 , restored sensitivity to apoptosis in daf-2 mutants , suggesting that gla-3 acts downstream of daf-2 .
None	O O O O O O O O O O O O O O O O O O O O O O	O O O O O O B-GENE-N O O O O O O O O O O O O O B-GENE-Y O	In addition , the hypersensitivity of let-60/Ras gain-of-function mutants to damage-induced apoptosis was suppressed to wild-type levels by ablation of daf-2 .
None	O O O O O O O O O O O O O O O O O O O O O O	O O B-GENE-N O O O B-GENE-Y O O O O O O O O O B-GENE-Y O O B-GENE-N O O	Thus , insulin/IGF-1 signaling selectively engages AKT-2/DAF-16 to promote DNA damage-induced germ cell apoptosis downstream of CEP-1 through the Ras pathway .
None	O O O O	B-GENE-N O O O	Carbonic anhydrase inhibitors .
(0, 6, CPR_4) , (2, 6, CPR_4)	B-CHEMICAL O B-CHEMICAL O O O O O O O O	O O O O O O B-GENE-Y O O O O	Benzenesulfonamides incorporating cyanoacrylamide moieties strongly inhibit Saccharomyces cerevisiae β-carbonic anhydrase .
(3, 17, CPR_4) , (3, 20, CPR_4) , (3, 22, CPR_4) , (3, 29, CPR_4) , (5, 17, CPR_4) , (5, 20, CPR_4) , (5, 22, CPR_4) , (5, 29, CPR_4) , (8, 17, CPR_4) , (8, 20, CPR_4) , (8, 22, CPR_4) , (8, 29, CPR_4)	O O O B-CHEMICAL O B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O B-GENE-Y O O B-GENE-N O B-GENE-Y O O O O O O B-GENE-Y O	A series of benzenesulfonamides incorporating cyanoacrylamide moieties ( tyrphostine analogs ) were assayed as inhibitors of the β-carbonic anhydrase ( CA , EC 4.2.1.1 ) from Saccharomyces cerevisiae , ScCA .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O B-GENE-Y O B-GENE-Y O O	Some of these compounds were low nanomolar or subnanomolar ScCA inhibitors and showed selectivity ratios in the range of 4.91 - 69.86 for inhibiting the yeast enzyme over the offtarget human ( h ) isoforms hCA I and of 6.46 - 13.52 for inhibiting ScCA over hCA II .
None	O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	The model organism S. cerevisiae and this particular enzyme may be useful for detecting antifungals with a novel mechanism of action compared to the classical azole drugs to which significant drug resistance emerged .
None	O O O O O B-CHEMICAL O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O	Indeed , some of these sulfonamides inhibited the growth of the yeast with CC50-s in the range of 0.73 - 6.54μM.
(0, 7, CPR_4) , (0, 11, CPR_4)	B-CHEMICAL O O O O O O O O O O B-CHEMICAL O O O	O O O O O O O B-GENE-Y O O O B-GENE-Y O O O	Artemisinic acid inhibits melanogenesis through downregulation of C/EBP α-dependent expression of HMG-CoA reductase gene .
None	B-CHEMICAL O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O	Cholesterol is associated with the regulation of melanogenesis which is the major physiological defense against solar irradiation .
None	O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O	The present study was designed to determine the effects of artemisinic acid on melanogenesis and its mechanisms of action in human epidermal melanocytes .
None	O O O O O O O B-CHEMICAL O O O O O	O O O O O O O O O O O O O	In this study , we found that artemisinic acid inhibited melanin content .
(25, 4, CPR_4) , (25, 8, CPR_4) , (25, 14, CPR_4) , (25, 16, CPR_4) , (25, 21, CPR_4)	O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O	O O O O B-GENE-Y O O O B-GENE-Y O O O O O B-GENE-Y O B-GENE-Y O O O O B-GENE-Y O O O O O O O	The mRNA levels of microphthalmia-associated transcription factor ( MITF ) and its downstream genes tyrosinase , tyrosinase-related protein (TRP)-1 , and TRP-2 were reduced by artemisinic acid treatment .
(30, 9, CPR_4) , (30, 11, CPR_4) , (30, 15, CPR_4) , (30, 19, CPR_4) , (30, 24, CPR_4)	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O	O O O O O O O O O B-GENE-Y O B-GENE-Y O O O B-GENE-Y O O O B-GENE-Y O O O O B-GENE-Y O O O O O O O O	Additionally , the mRNA levels of melanogenesis-related genes ( c-KIT , stem cell factor ( SCF ) , and macrophage migration inhibitory factor ( MIF ) ) were down-regulated by artemisinic acid .
(15, 5, CPR_4) , (15, 9, CPR_4)	O O B-CHEMICAL O O O O O O O O O O O O B-CHEMICAL O O	O O O O O B-GENE-N O O O B-GENE-N O O O O O O O O	Furthermore , cAMP production and protein kinase A ( PKA ) activity were suppressed by artemisinic acid .
(15, 27, CPR_4) , (15, 44, CPR_4)	O O O O O O O O O O B-CHEMICAL O O O O B-CHEMICAL O O O O O B-CHEMICAL O O O O O B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O	Moreover , attempts to elucidate a possible mechanism underlying the artemisinic acid-mediated effects revealed that artemisinic acid regulated melanogenesis by inhibiting cholesterol synthesis through downregulation of the hydroxymethylglutaryl CoA ( HMG CoA ) reductase gene , which was mediated through reduced expression of the CCAAT/enhancer-binding protein ( C/EBP ) α gene .
(12, 20, CPR_4) , (12, 29, CPR_4)	O O O O O O O O O O O O B-CHEMICAL O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O	Taken together , these findings indicate that the inhibition of melanogenesis by artemisinic acid occurs through reduced expression of the HMG CoA reductase gene , which is mediated by C/EBP α inhibition and suggest that artemisinic acid may be useful as a hyperpigmentation inhibitor .
None	B-CHEMICAL O O O O O B-CHEMICAL O O O O O O O	O O O O B-GENE-Y O B-GENE-Y O O O O O O O	Norethisterone metabolites modulate the uteroglobin and progesterone receptor gene expression in prepubertal rabbits .
None	B-CHEMICAL O B-CHEMICAL O O O O B-CHEMICAL O O O O O O O O O O O O O O O B-CHEMICAL O O B-CHEMICAL O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Norethisterone ( NET ) is a synthetic progestin , used as a contraceptive agent , that is biotransformed at target tissues into 5 alpha-NET and 3 beta,5 alpha-NET , which possess different pharmacological properties .
None	O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O B-GENE-Y O B-GENE-Y O O B-GENE-N O O B-GENE-N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	The effects of these metabolites on the expression of uteroglobin ( UG ) and progesterone receptor ( PR ) genes , both regulated by progesterone ( P4 ) , were evaluated in the uterus of prepubertal female rabbits that were simultaneously treated with P4 ( 1.0 mg ) for 5 consecutive days .
(10, 14, CPR_4)	O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O	O O O O O O O O O O O O O O B-GENE-Y O O O O O O O	As determined by Western and Northern blot analyses , 5 alpha-NET inhibited the P4-induced UG gene expression in a dose-dependent manner .
None	O O O O O O O O O B-CHEMICAL O	O O O O O O O O O O O	A similar inhibition was observed with the administration of RU-486 .
(4, 17, CPR_4) , (7, 17, CPR_4)	O O O O B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O	The estrogenic agent 3 beta,5 alpha-NET and estradiol at a dose of 1.0 mg also inhibited the UG gene expression induced by P4 .
(2, 9, CPR_3) , (5, 9, CPR_3)	O O B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O O O O O O O	O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O	Both 5 alpha-NET and 3 beta,5 alpha-NET blocked the PR down-regulation induced by P4 as assessed by Western and Northern blot methods .
(10, 3, CPR_4) , (10, 6, CPR_3) , (13, 3, CPR_4) , (13, 6, CPR_4) , (18, 3, CPR_4) , (18, 6, CPR_4)	O O O O O O O O O O B-CHEMICAL O O B-CHEMICAL O O O O B-CHEMICAL O O O O O	O O O B-GENE-Y O O B-GENE-Y O O O O O O O O O O O O O O O O O	The inhibition of UG synthesis and PR down-regulation by 5 alpha-NET and 3 beta,5 alpha-NET indicates that these NET metabolites possess antiprogestational properties .
None	B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O B-GENE-N O B-GENE-N O B-GENE-N O O O O O O O O O	Dioscin-induced autophagy mitigates cell apoptosis through modulation of PI3K/Akt and ERK and JNK signaling pathways in human lung cancer cell lines .
None	O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O	Our previous study has revealed that dioscin , a compound with anti-inflammatory , lipid-lowering , anticancer and hepatoprotective effects , may induce autophagy in hepatoma cells .
None	O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O	Autophagy is a lysosomal degradation pathway that is essential for cell survival and tissue homeostasis .
None	O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O	In this study , the role of autophagy and related signaling pathways during dioscin-induced apoptosis in human lung cancer cells was investigated .
None	O O B-CHEMICAL O O O O O O O O O O O O O O O O O O B-CHEMICAL O O	O O O O O O O O O B-GENE-Y O B-GENE-Y O O O O O O O O O O O O	Results from 4'-6-diamidino-2-phenylindole and annexin-V/PI double-staining assay showed that caspase-3- and caspase-8-dependent , and dose-dependent apoptoses were detected after a 24-h dioscin treatment .
(15, 24, CPR_3) , (15, 26, CPR_3)	O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O B-GENE-Y O O	Meanwhile , autophagy was detected as early as 12 h after an exposure to low-dose dioscin , as indicated by an up-regulated expression of LC3-II and beclin-1 proteins .
